Command,Chromosome,Sample_Size,Time_Taken,Memory_Used_MB,Input_file_size
random_access,11,100,0:00.09,57196,15802739
random_access,11,100,0:00.08,57024,15802739
compress,11,150,0:14.21,416588,1013042118
decompress,11,150,0:08.15,628492,17957932
random_access,11,150,0:00.10,55400,17957932
random_access,11,150,0:00.10,56908,17957932
random_access,11,150,0:00.10,57088,17957932
compress,11,150,0:15.95,423228,1013042118
decompress,11,150,0:08.07,608248,17957932
random_access,11,150,0:00.10,55668,17957932
random_access,11,150,0:00.10,57032,17957932
random_access,11,150,0:00.10,57020,17957932
compress,11,150,0:16.23,443296,1013042118
decompress,11,150,0:08.08,647672,17957932
random_access,11,150,0:00.11,55428,17957932
random_access,11,150,0:00.10,57024,17957932
random_access,11,150,0:00.10,57068,17957932
compress,11,200,0:21.48,427616,1460101592
decompress,11,200,0:10.41,660132,20710935
random_access,11,200,0:00.11,57048,20710935
random_access,11,200,0:00.10,56976,20710935
random_access,11,200,0:00.10,56736,20710935
compress,11,200,0:21.48,420884,1460101592
decompress,11,200,0:10.52,650256,20710935
random_access,11,200,0:00.10,57020,20710935
random_access,11,200,0:00.10,56984,20710935
random_access,11,200,0:00.10,56804,20710935
compress,11,200,0:22.66,442652,1460101592
decompress,11,200,0:10.66,655284,20710935
random_access,11,200,0:00.10,57044,20710935
random_access,11,200,0:00.09,57020,20710935
random_access,11,200,0:00.10,56920,20710935
compress,11,250,0:27.15,488736,1898806313
decompress,11,250,0:12.56,701700,22461249
random_access,11,250,0:00.10,57304,22461249
random_access,11,250,0:00.10,57204,22461249
random_access,11,250,0:00.10,57144,22461249
compress,11,250,0:27.23,490076,1898806313
decompress,11,250,0:12.53,685480,22461249
random_access,11,250,0:00.11,57300,22461249
random_access,11,250,0:00.10,57284,22461249
random_access,11,250,0:00.11,57336,22461249
compress,11,250,0:27.00,480232,1898806313
decompress,11,250,0:12.59,677060,22461249
random_access,11,250,0:00.11,57228,22461249
random_access,11,250,0:00.10,57296,22461249
random_access,11,250,0:00.10,57392,22461249
compress,11,500,0:58.21,523056,4564791313
decompress,11,500,0:23.94,836516,30371595
random_access,11,500,0:00.11,57740,30371595
random_access,11,500,0:00.12,57676,30371595
random_access,11,500,0:00.11,57864,30371595
compress,11,500,0:59.47,540340,4564791313
decompress,11,500,0:24.11,815844,30371595
random_access,11,500,0:00.11,57668,30371595
random_access,11,500,0:00.11,57672,30371595
random_access,11,500,0:00.11,57840,30371595
compress,11,500,1:00.18,530412,4564791313
decompress,11,500,0:24.10,846784,30371595
random_access,11,500,0:00.11,57784,30371595
random_access,11,500,0:00.12,57768,30371595
random_access,11,500,0:00.11,57856,30371595
compress,11,750,1:36.46,539236,7788268692
decompress,11,750,0:38.05,735944,37263604
random_access,11,750,0:00.07,39608,37263604
random_access,11,750,0:00.06,39024,37263604
random_access,11,750,0:00.07,39588,37263604
compress,11,750,1:39.67,505932,7788268692
decompress,11,750,0:38.16,720944,37263604
random_access,11,750,0:00.07,39488,37263604
random_access,11,750,0:00.06,39144,37263604
random_access,11,750,0:00.07,39680,37263604
compress,11,750,1:39.55,517172,7788268692
decompress,11,750,0:38.03,679716,37263604
random_access,11,750,0:00.07,39600,37263604
random_access,11,750,0:00.06,39176,37263604
random_access,11,750,0:00.07,39564,37263604
compress,11,1000,2:19.25,516112,11370033480
decompress,11,1000,0:48.11,739268,42881384
random_access,11,1000,0:00.08,39988,42881384
random_access,11,1000,0:00.07,39708,42881384
random_access,11,1000,0:00.08,40028,42881384
compress,11,1000,2:19.84,563868,11370033480
decompress,11,1000,0:48.23,774496,42881386
random_access,11,1000,0:00.08,39968,42881386
random_access,11,1000,0:00.08,39600,42881386
random_access,11,1000,0:00.07,39952,42881386
compress,11,1000,2:16.43,524616,11370033480
decompress,11,1000,0:49.73,807200,42881386
random_access,11,1000,0:00.08,39940,42881386
random_access,11,1000,0:00.07,39468,42881386
random_access,11,1000,0:00.08,39928,42881386
compress,11,1500,4:03.48,560020,20050713223
decompress,11,1500,1:30.12,849356,54511710
random_access,11,1500,0:00.07,38908,54511710
random_access,11,1500,0:00.07,39212,54511710
random_access,11,1500,0:00.07,39012,54511710
compress,11,1500,3:57.12,551920,20050713223
decompress,11,1500,1:30.27,832888,54511708
random_access,11,1500,0:00.07,39040,54511708
random_access,11,1500,0:00.06,39216,54511708
random_access,11,1500,0:00.07,38896,54511708
compress,11,1500,4:02.06,541792,20050713223
decompress,11,1500,1:28.94,848428,54511710
random_access,11,1500,0:00.07,39020,54511710
random_access,11,1500,0:00.07,39352,54511710
random_access,11,1500,0:00.07,39060,54511710
compress,11,2000,5:21.02,585616,29872110621
decompress,11,2000,2:10.28,965272,65069036
random_access,11,2000,0:00.07,40900,65069036
random_access,11,2000,0:00.10,41804,65069036
random_access,11,2000,0:00.10,41432,65069036
compress,11,2000,5:46.85,550404,29872110621
decompress,11,2000,2:09.80,924772,65069036
random_access,11,2000,0:00.07,40796,65069036
random_access,11,2000,0:00.10,41644,65069036
random_access,11,2000,0:00.10,41392,65069036
compress,11,2000,5:47.27,573104,29872110621
decompress,11,2000,2:10.36,934748,65069036
random_access,11,2000,0:00.07,40828,65069036
random_access,11,2000,0:00.11,41640,65069036
random_access,11,2000,0:00.10,41292,65069036
compress,11,2500,7:58.19,614104,40909144934
decompress,11,2500,2:51.20,836716,75563441
random_access,11,2500,0:00.05,31736,75563441
random_access,11,2500,0:00.05,31128,75563441
random_access,11,2500,0:00.06,31364,75563441
compress,11,2500,7:50.08,626788,40909144934
decompress,11,2500,2:52.85,856292,75563440
random_access,11,2500,0:00.05,31744,75563440
random_access,11,2500,0:00.04,31128,75563440
random_access,11,2500,0:00.05,31416,75563440
compress,11,2500,7:54.89,589752,40909144934
decompress,11,2500,2:52.03,900540,75563440
random_access,11,2500,0:00.05,31640,75563440
random_access,11,2500,0:00.04,31176,75563440
random_access,11,2500,0:00.05,31416,75563440
compress,10,1,0:01.61,95616,33983808
decompress,10,1,0:00.82,328924,2710810
random_access,10,1,0:00.05,55720,2710810
random_access,10,1,0:00.05,55668,2710810
random_access,10,1,0:00.05,55772,2710810
compress,10,1,0:01.51,101104,33983808
decompress,10,1,0:00.82,328212,2710810
random_access,10,1,0:00.06,55624,2710810
random_access,10,1,0:00.05,55692,2710810
random_access,10,1,0:00.06,55632,2710810
compress,10,1,0:01.65,102560,33983808
decompress,10,1,0:00.81,315668,2710810
random_access,10,1,0:00.05,55572,2710810
random_access,10,1,0:00.05,55652,2710810
random_access,10,1,0:00.05,55756,2710810
compress,10,2,0:02.01,126428,45806697
decompress,10,2,0:01.10,357144,3684066
random_access,10,2,0:00.06,54076,3684066
random_access,10,2,0:00.06,54232,3684066
random_access,10,2,0:00.06,54308,3684066
compress,10,2,0:02.07,132504,45806697
decompress,10,2,0:01.07,356480,3684066
random_access,10,2,0:00.06,54208,3684066
random_access,10,2,0:00.06,54228,3684066
random_access,10,2,0:00.06,54376,3684066
compress,10,2,0:02.05,123060,45806697
decompress,10,2,0:01.06,354664,3684066
random_access,10,2,0:00.06,54248,3684066
random_access,10,2,0:00.06,54160,3684066
random_access,10,2,0:00.06,54176,3684066
compress,10,5,0:02.83,161484,75720520
decompress,10,5,0:01.64,392404,5738223
random_access,10,5,0:00.06,53408,5738223
random_access,10,5,0:00.06,53628,5738223
random_access,10,5,0:00.06,53384,5738223
compress,10,5,0:02.78,170912,75720520
decompress,10,5,0:01.67,391868,5738223
random_access,10,5,0:00.06,53580,5738223
random_access,10,5,0:00.06,53532,5738223
random_access,10,5,0:00.06,53496,5738223
compress,10,5,0:02.78,161204,75720520
decompress,10,5,0:01.77,392200,5738223
random_access,10,5,0:00.06,53652,5738223
random_access,10,5,0:00.06,53348,5738223
random_access,10,5,0:00.06,53404,5738223
compress,10,10,0:03.09,168860,89148964
decompress,10,10,0:01.80,399032,6271045
random_access,10,10,0:00.07,56480,6271045
random_access,10,10,0:00.06,56536,6271045
random_access,10,10,0:00.07,56516,6271045
compress,10,10,0:02.91,180228,89148964
decompress,10,10,0:01.76,399212,6271045
random_access,10,10,0:00.06,56412,6271045
random_access,10,10,0:00.07,56548,6271045
random_access,10,10,0:00.07,56552,6271045
compress,10,10,0:02.92,189048,89148964
decompress,10,10,0:01.82,415240,6271045
random_access,10,10,0:00.07,56528,6271045
random_access,10,10,0:00.07,56624,6271045
random_access,10,10,0:00.07,56548,6271045
compress,10,15,0:04.00,225548,138126896
decompress,10,15,0:02.64,455460,8533808
random_access,10,15,0:00.07,56488,8533808
random_access,10,15,0:00.07,56508,8533808
random_access,10,15,0:00.07,56408,8533808
compress,10,15,0:04.14,226148,138126896
decompress,10,15,0:02.64,448284,8533808
random_access,10,15,0:00.06,56460,8533808
random_access,10,15,0:00.07,56420,8533808
random_access,10,15,0:00.08,56516,8533808
compress,10,15,0:03.99,269696,138126896
decompress,10,15,0:02.64,454764,8533808
random_access,10,15,0:00.07,56480,8533808
random_access,10,15,0:00.07,56532,8533808
random_access,10,15,0:00.07,56536,8533808
compress,10,25,0:04.67,235840,177034213
decompress,10,25,0:03.00,474284,9397316
random_access,10,25,0:00.07,52288,9397316
random_access,10,25,0:00.07,57004,9397316
random_access,10,25,0:00.07,57048,9397316
compress,10,25,0:04.61,240360,177034213
decompress,10,25,0:03.01,467024,9397316
random_access,10,25,0:00.07,52276,9397316
random_access,10,25,0:00.08,56980,9397316
random_access,10,25,0:00.07,56948,9397316
compress,10,25,0:04.69,234520,177034213
decompress,10,25,0:03.04,469168,9397316
random_access,10,25,0:00.07,52176,9397316
random_access,10,25,0:00.07,57092,9397316
random_access,10,25,0:00.08,56956,9397316
compress,10,50,0:07.38,347424,332915775
decompress,10,50,0:04.31,573304,12450113
random_access,10,50,0:00.08,57088,12450113
random_access,10,50,0:00.08,57196,12450113
random_access,10,50,0:00.08,57136,12450113
compress,10,50,0:07.11,348668,332915775
decompress,10,50,0:04.37,564468,12450113
random_access,10,50,0:00.08,57108,12450113
random_access,10,50,0:00.08,56400,12450113
random_access,10,50,0:00.08,56620,12450113
compress,10,50,0:07.39,309900,332915775
decompress,10,50,0:04.35,556908,12450113
random_access,10,50,0:00.08,56576,12450113
random_access,10,50,0:00.08,56380,12450113
random_access,10,50,0:00.08,56528,12450113
compress,10,100,0:11.57,418288,654173210
decompress,10,100,0:06.51,601628,15805228
random_access,10,100,0:00.09,57088,15805228
random_access,10,100,0:00.09,57312,15805228
random_access,10,100,0:00.09,57180,15805228
compress,10,100,0:11.12,434048,654173210
decompress,10,100,0:06.45,598780,15805228
random_access,10,100,0:00.09,57208,15805228
random_access,10,100,0:00.09,57140,15805228
random_access,10,100,0:00.09,57064,15805228
compress,10,100,0:11.18,436828,654173210
decompress,10,100,0:06.41,603668,15805228
random_access,10,100,0:00.09,57000,15805228
random_access,10,100,0:00.09,57108,15805228
random_access,10,100,0:00.09,57152,15805228
compress,10,150,0:15.99,438416,1012686195
decompress,10,150,0:08.27,625892,18215610
random_access,10,150,0:00.10,54780,18215610
random_access,10,150,0:00.10,57048,18215610
random_access,10,150,0:00.10,57100,18215610
compress,10,150,0:15.90,441952,1012686195
decompress,10,150,0:08.22,623812,18215610
random_access,10,150,0:00.11,54876,18215610
random_access,10,150,0:00.10,57016,18215610
random_access,10,150,0:00.10,57012,18215610
compress,10,150,0:16.45,440092,1012686195
decompress,10,150,0:08.12,624080,18215610
random_access,10,150,0:00.10,54780,18215610
random_access,10,150,0:00.10,57016,18215610
random_access,10,150,0:00.10,57004,18215610
compress,10,200,0:22.67,430164,1436730262
decompress,10,200,0:10.37,663688,20602938
random_access,10,200,0:00.11,57068,20602938
random_access,10,200,0:00.10,56980,20602938
random_access,10,200,0:00.10,56848,20602938
compress,10,200,0:21.98,440300,1436730262
decompress,10,200,0:10.44,662060,20602938
random_access,10,200,0:00.11,57080,20602938
random_access,10,200,0:00.10,56984,20602938
random_access,10,200,0:00.10,56848,20602938
compress,10,200,0:21.96,445612,1436730262
decompress,10,200,0:10.35,639720,20602938
random_access,10,200,0:00.11,56940,20602938
random_access,10,200,0:00.10,56860,20602938
random_access,10,200,0:00.10,56844,20602938
compress,10,250,0:27.33,472732,1890810592
decompress,10,250,0:12.97,691264,22703914
random_access,10,250,0:00.11,57184,22703914
random_access,10,250,0:00.11,57344,22703914
random_access,10,250,0:00.10,57352,22703914
compress,10,250,0:27.53,489216,1890810592
decompress,10,250,0:12.63,686032,22703914
random_access,10,250,0:00.10,57300,22703914
random_access,10,250,0:00.10,57184,22703914
random_access,10,250,0:00.10,57348,22703914
compress,10,250,0:27.71,470096,1890810592
decompress,10,250,0:12.47,691616,22703914
random_access,10,250,0:00.10,57304,22703914
random_access,10,250,0:00.11,57332,22703914
random_access,10,250,0:00.10,57212,22703914
compress,10,500,0:59.45,544236,4537867278
decompress,10,500,0:24.76,849912,30929476
random_access,10,500,0:00.12,57680,30929476
random_access,10,500,0:00.11,57800,30929476
random_access,10,500,0:00.12,58268,30929476
compress,10,500,0:57.74,530044,4537867278
decompress,10,500,0:24.42,803248,30929476
random_access,10,500,0:00.12,57580,30929476
random_access,10,500,0:00.12,57900,30929476
random_access,10,500,0:00.12,58364,30929476
compress,10,500,0:51.78,498440,4537867278
decompress,10,500,0:24.70,833744,30929476
random_access,10,500,0:00.12,57716,30929476
random_access,10,500,0:00.11,57936,30929476
random_access,10,500,0:00.12,58268,30929476
compress,10,750,1:33.78,511696,7756288819
decompress,10,750,0:38.22,721696,38027933
random_access,10,750,0:00.06,39528,38027933
random_access,10,750,0:00.08,39536,38027933
random_access,10,750,0:00.07,39720,38027933
compress,10,750,1:37.98,502548,7756288819
decompress,10,750,0:38.63,742168,38027933
random_access,10,750,0:00.06,39340,38027933
random_access,10,750,0:00.07,39480,38027933
random_access,10,750,0:00.08,39948,38027933
compress,10,750,1:39.56,520768,7756288819
decompress,10,750,0:38.70,738080,38027933
random_access,10,750,0:00.06,39452,38027933
random_access,10,750,0:00.09,39532,38027933
random_access,10,750,0:00.08,39568,38027933
compress,10,1000,2:22.73,536272,11386442545
decompress,10,1000,0:52.24,804824,44479766
random_access,10,1000,0:00.08,40060,44479766
random_access,10,1000,0:00.09,40060,44479766
random_access,10,1000,0:00.07,39880,44479766
compress,10,1000,2:17.98,517200,11386442545
decompress,10,1000,0:51.85,786572,44479766
random_access,10,1000,0:00.07,39872,44479766
random_access,10,1000,0:00.09,40272,44479766
random_access,10,1000,0:00.08,39800,44479766
compress,10,1000,2:21.87,545384,11386442545
decompress,10,1000,0:52.27,791060,44479766
random_access,10,1000,0:00.07,40004,44479766
random_access,10,1000,0:00.09,40292,44479766
random_access,10,1000,0:00.07,39804,44479766
compress,10,1500,3:54.58,547804,19826653884
decompress,10,1500,1:31.22,867596,56035654
random_access,10,1500,0:00.07,39816,56035654
random_access,10,1500,0:00.08,39084,56035654
random_access,10,1500,0:00.07,39656,56035654
compress,10,1500,3:51.94,557980,19826653884
decompress,10,1500,1:30.86,853132,56035654
random_access,10,1500,0:00.06,39792,56035654
random_access,10,1500,0:00.07,38976,56035654
random_access,10,1500,0:00.07,39640,56035654
compress,10,1500,3:56.02,571676,19826653884
decompress,10,1500,1:30.38,822916,56035654
random_access,10,1500,0:00.07,39712,56035654
random_access,10,1500,0:00.07,38888,56035654
random_access,10,1500,0:00.08,39712,56035654
compress,10,2000,5:40.26,580984,29464265443
decompress,10,2000,2:10.16,946420,67450946
random_access,10,2000,0:00.10,41088,67450946
random_access,10,2000,0:00.08,41060,67450946
random_access,10,2000,0:00.10,41432,67450946
compress,10,2000,5:42.44,559060,29464265443
decompress,10,2000,2:10.75,938280,67450946
random_access,10,2000,0:00.09,41056,67450946
random_access,10,2000,0:00.08,40948,67450946
random_access,10,2000,0:00.10,41348,67450946
compress,10,2000,5:42.34,560860,29464265443
decompress,10,2000,2:09.96,894048,67450946
random_access,10,2000,0:00.09,40884,67450946
random_access,10,2000,0:00.09,41044,67450946
random_access,10,2000,0:00.10,41336,67450946
compress,10,2500,7:46.18,587720,40361225543
decompress,10,2500,2:49.86,852424,78476617
random_access,10,2500,0:00.04,31096,78476617
random_access,10,2500,0:00.09,32508,78476617
random_access,10,2500,0:00.04,31248,78476617
compress,10,2500,7:51.60,614736,40361225543
decompress,10,2500,2:51.12,818564,78476617
random_access,10,2500,0:00.04,31260,78476617
random_access,10,2500,0:00.07,32640,78476617
random_access,10,2500,0:00.04,31172,78476617
compress,10,2500,7:41.20,594824,40361225543
decompress,10,2500,2:49.35,835696,78476617
random_access,10,2500,0:00.04,31332,78476617
random_access,10,2500,0:00.07,32576,78476617
random_access,10,2500,0:00.05,31296,78476617
compress,9,1,0:01.41,91676,27994832
decompress,9,1,0:00.69,315020,2286570
random_access,9,1,0:00.05,55596,2286570
random_access,9,1,0:00.05,55672,2286570
random_access,9,1,0:00.04,46240,2286570
compress,9,1,0:01.41,91312,27994832
decompress,9,1,0:00.70,314504,2286571
random_access,9,1,0:00.05,55656,2286571
random_access,9,1,0:00.05,55744,2286571
random_access,9,1,0:00.04,46336,2286571
compress,9,1,0:01.41,91828,27994832
decompress,9,1,0:00.75,313824,2286570
random_access,9,1,0:00.05,55728,2286570
random_access,9,1,0:00.06,55744,2286570
random_access,9,1,0:00.04,46304,2286570
compress,9,2,0:01.64,96940,37494684
decompress,9,2,0:00.94,337152,3074233
random_access,9,2,0:00.06,53932,3074233
random_access,9,2,0:00.06,54032,3074233
random_access,9,2,0:00.06,54156,3074233
compress,9,2,0:01.70,98672,37494684
decompress,9,2,0:00.90,336084,3074232
random_access,9,2,0:00.06,54008,3074232
random_access,9,2,0:00.06,54124,3074232
random_access,9,2,0:00.06,54112,3074232
compress,9,2,0:01.81,109164,37494684
decompress,9,2,0:00.94,338324,3074233
random_access,9,2,0:00.06,54036,3074233
random_access,9,2,0:00.06,54080,3074233
random_access,9,2,0:00.06,54204,3074233
compress,9,5,0:02.14,152024,56650809
decompress,9,5,0:01.32,365668,4416792
random_access,9,5,0:00.06,53400,4416792
random_access,9,5,0:00.06,53280,4416792
random_access,9,5,0:00.06,53256,4416792
compress,9,5,0:02.17,143596,56650809
decompress,9,5,0:01.27,365756,4416791
random_access,9,5,0:00.06,53244,4416791
random_access,9,5,0:00.06,53404,4416791
random_access,9,5,0:00.07,53492,4416791
compress,9,5,0:02.26,134952,56650809
decompress,9,5,0:01.25,365428,4416801
random_access,9,5,0:00.06,53240,4416801
random_access,9,5,0:00.06,53244,4416801
random_access,9,5,0:00.06,53356,4416801
compress,9,10,0:03.35,202000,104356179
decompress,9,10,0:02.21,404124,7040594
random_access,9,10,0:00.07,56428,7040594
random_access,9,10,0:00.07,56308,7040594
random_access,9,10,0:00.07,56448,7040594
compress,9,10,0:03.37,207712,104356179
decompress,9,10,0:02.23,421868,7040594
random_access,9,10,0:00.07,56416,7040594
random_access,9,10,0:00.07,56492,7040594
random_access,9,10,0:00.07,56368,7040594
compress,9,10,0:03.29,211016,104356179
decompress,9,10,0:02.24,422160,7040594
random_access,9,10,0:00.07,56312,7040594
random_access,9,10,0:00.07,56472,7040594
random_access,9,10,0:00.07,56428,7040594
compress,9,15,0:03.76,227700,128591333
decompress,9,15,0:02.51,436868,7866882
random_access,9,15,0:00.07,56396,7866882
random_access,9,15,0:00.08,56840,7866882
random_access,9,15,0:00.07,56376,7866882
compress,9,15,0:03.88,218280,128591333
decompress,9,15,0:02.51,452776,7866882
random_access,9,15,0:00.08,56424,7866882
random_access,9,15,0:00.07,56984,7866882
random_access,9,15,0:00.07,56312,7866882
compress,9,15,0:03.82,209200,128591333
decompress,9,15,0:02.50,436324,7866882
random_access,9,15,0:00.07,56332,7866882
random_access,9,15,0:00.07,56940,7866882
random_access,9,15,0:00.07,56320,7866882
compress,9,25,0:04.16,254172,169327596
decompress,9,25,0:03.04,499340,8884053
random_access,9,25,0:00.04,40940,8884053
random_access,9,25,0:00.07,56892,8884053
random_access,9,25,0:00.07,56952,8884053
compress,9,25,0:04.51,231224,169327596
decompress,9,25,0:03.05,487448,8884053
random_access,9,25,0:00.05,41024,8884053
random_access,9,25,0:00.07,56748,8884053
random_access,9,25,0:00.07,56972,8884053
compress,9,25,0:04.45,231676,169327596
decompress,9,25,0:03.04,484724,8884053
random_access,9,25,0:00.04,41016,8884053
random_access,9,25,0:00.07,56804,8884053
random_access,9,25,0:00.08,56848,8884053
compress,9,50,0:06.31,264760,281350872
decompress,9,50,0:03.78,541320,10633209
random_access,9,50,0:00.08,56348,10633209
random_access,9,50,0:00.08,56348,10633209
random_access,9,50,0:00.08,56284,10633209
compress,9,50,0:06.14,295572,281350872
decompress,9,50,0:03.88,518112,10633209
random_access,9,50,0:00.08,56412,10633209
random_access,9,50,0:00.09,56500,10633209
random_access,9,50,0:00.08,56508,10633209
compress,9,50,0:06.06,298056,281350872
decompress,9,50,0:03.87,516248,10633209
random_access,9,50,0:00.08,56240,10633209
random_access,9,50,0:00.09,56320,10633209
random_access,9,50,0:00.08,56264,10633209
compress,9,100,0:10.51,429428,582026278
decompress,9,100,0:05.97,586088,14069877
random_access,9,100,0:00.09,57048,14069877
random_access,9,100,0:00.10,57116,14069877
random_access,9,100,0:00.09,56480,14069877
compress,9,100,0:09.93,437024,582026278
decompress,9,100,0:06.13,581048,14069877
random_access,9,100,0:00.09,56392,14069877
random_access,9,100,0:00.10,57188,14069877
random_access,9,100,0:00.09,57144,14069877
compress,9,100,0:10.34,422580,582026278
decompress,9,100,0:06.06,597548,14069877
random_access,9,100,0:00.09,56612,14069877
random_access,9,100,0:00.10,57164,14069877
random_access,9,100,0:00.09,56368,14069877
compress,9,150,0:14.25,414296,902142090
decompress,9,150,0:07.61,612028,16298647
random_access,9,150,0:00.11,57180,16298647
random_access,9,150,0:00.10,57196,16298647
random_access,9,150,0:00.12,57240,16298647
compress,9,150,0:13.90,422712,902142090
decompress,9,150,0:07.64,603328,16298647
random_access,9,150,0:00.10,57088,16298647
random_access,9,150,0:00.10,57176,16298647
random_access,9,150,0:00.12,57336,16298647
compress,9,150,0:14.29,427220,902142090
decompress,9,150,0:07.45,608148,16298647
random_access,9,150,0:00.10,57184,16298647
random_access,9,150,0:00.10,57236,16298647
random_access,9,150,0:00.11,57348,16298647
compress,9,200,0:18.72,435760,1260504146
decompress,9,200,0:09.49,651140,18212678
random_access,9,200,0:00.07,44748,18212678
random_access,9,200,0:00.10,57344,18212678
random_access,9,200,0:00.10,57124,18212678
compress,9,200,0:18.36,406576,1260504146
decompress,9,200,0:09.41,645272,18212678
random_access,9,200,0:00.07,44756,18212678
random_access,9,200,0:00.10,57216,18212678
random_access,9,200,0:00.10,57260,18212678
compress,9,200,0:19.70,425996,1260504146
decompress,9,200,0:09.49,641312,18212678
random_access,9,200,0:00.08,44864,18212678
random_access,9,200,0:00.11,57116,18212678
random_access,9,200,0:00.11,57100,18212678
compress,9,250,0:24.52,442112,1665951191
decompress,9,250,0:11.01,663300,20226022
random_access,9,250,0:00.12,57624,20226022
random_access,9,250,0:00.10,57408,20226022
random_access,9,250,0:00.10,57456,20226022
compress,9,250,0:24.22,451448,1665951191
decompress,9,250,0:11.49,658796,20226022
random_access,9,250,0:00.12,57656,20226022
random_access,9,250,0:00.10,57564,20226022
random_access,9,250,0:00.11,57416,20226022
compress,9,250,0:23.49,431856,1665951191
decompress,9,250,0:11.22,659500,20226022
random_access,9,250,0:00.12,57560,20226022
random_access,9,250,0:00.10,57316,20226022
random_access,9,250,0:00.11,57600,20226022
compress,9,500,0:53.32,476296,4036742875
decompress,9,500,0:21.64,777704,27782351
random_access,9,500,0:00.12,58112,27782351
random_access,9,500,0:00.14,58224,27782351
random_access,9,500,0:00.12,57688,27782351
compress,9,500,0:52.23,484904,4036742875
decompress,9,500,0:21.60,779388,27782351
random_access,9,500,0:00.12,58072,27782351
random_access,9,500,0:00.13,58232,27782351
random_access,9,500,0:00.12,57776,27782351
compress,9,500,0:49.65,489084,4036742875
decompress,9,500,0:21.66,746280,27782351
random_access,9,500,0:00.13,57972,27782351
random_access,9,500,0:00.12,58108,27782351
random_access,9,500,0:00.12,57580,27782351
compress,9,750,1:25.91,525808,6857931722
decompress,9,750,0:34.33,701556,34265768
random_access,9,750,0:00.08,38852,34265768
random_access,9,750,0:00.07,38944,34265768
random_access,9,750,0:00.07,35572,34265768
compress,9,750,1:26.10,517936,6857931722
decompress,9,750,0:34.44,688180,34265768
random_access,9,750,0:00.08,38996,34265768
random_access,9,750,0:00.07,38920,34265768
random_access,9,750,0:00.07,35548,34265768
compress,9,750,1:28.45,514528,6857931722
decompress,9,750,0:34.58,705460,34265768
random_access,9,750,0:00.07,38928,34265768
random_access,9,750,0:00.07,38844,34265768
random_access,9,750,0:00.06,35476,34265768
compress,9,1000,2:03.24,542988,10137039992
decompress,9,1000,0:47.32,748428,40115565
random_access,9,1000,0:00.08,39884,40115565
random_access,9,1000,0:00.12,40548,40115565
random_access,9,1000,0:00.08,39604,40115565
compress,9,1000,2:02.06,548704,10137039992
decompress,9,1000,0:46.54,735812,40115565
random_access,9,1000,0:00.08,39732,40115565
random_access,9,1000,0:00.11,40688,40115565
random_access,9,1000,0:00.08,39592,40115565
compress,9,1000,2:06.69,540036,10137039992
decompress,9,1000,0:47.07,742808,40115565
random_access,9,1000,0:00.08,39856,40115565
random_access,9,1000,0:00.12,40748,40115565
random_access,9,1000,0:00.08,39912,40115565
compress,9,1500,3:30.79,561172,17616475489
decompress,9,1500,1:21.44,810588,50958350
random_access,9,1500,0:00.09,39436,50958350
random_access,9,1500,0:00.09,39236,50958350
random_access,9,1500,0:00.09,39544,50958350
compress,9,1500,3:29.00,567584,17616475489
decompress,9,1500,1:21.35,788024,50958350
random_access,9,1500,0:00.10,39428,50958350
random_access,9,1500,0:00.09,39360,50958350
random_access,9,1500,0:00.09,39492,50958350
compress,9,1500,3:29.08,559656,17616475489
decompress,9,1500,1:21.50,818536,50958350
random_access,9,1500,0:00.10,39396,50958350
random_access,9,1500,0:00.09,39088,50958350
random_access,9,1500,0:00.09,39428,50958350
compress,9,2000,5:06.61,562620,26246227267
decompress,9,2000,1:56.60,921860,61106728
random_access,9,2000,0:00.09,40944,61106728
random_access,9,2000,0:00.10,41392,61106728
random_access,9,2000,0:00.09,41824,61106728
compress,9,2000,5:08.36,556064,26246227267
decompress,9,2000,1:56.22,909668,61106728
random_access,9,2000,0:00.09,41060,61106728
random_access,9,2000,0:00.10,41376,61106728
random_access,9,2000,0:00.08,41732,61106728
compress,9,2000,4:59.22,587444,26246227267
decompress,9,2000,1:55.59,933144,61106726
random_access,9,2000,0:00.09,41000,61106726
random_access,9,2000,0:00.10,41296,61106726
random_access,9,2000,0:00.08,41744,61106726
compress,9,2500,7:00.35,602652,36004223165
decompress,9,2500,2:33.01,818752,71722046
random_access,9,2500,0:00.10,32956,71722046
random_access,9,2500,0:00.09,32556,71722046
random_access,9,2500,0:00.05,31084,71722046
compress,9,2500,7:09.16,603628,36004223165
decompress,9,2500,2:33.65,811816,71722046
random_access,9,2500,0:00.11,32936,71722046
random_access,9,2500,0:00.07,32872,71722046
random_access,9,2500,0:00.04,31324,71722046
compress,9,2500,6:53.33,597520,36004223165
decompress,9,2500,2:33.79,804060,71722046
random_access,9,2500,0:00.10,33100,71722046
random_access,9,2500,0:00.08,32696,71722046
random_access,9,2500,0:00.04,31292,71722046
compress,8,1,0:01.79,141824,42956063
decompress,8,1,0:01.04,356188,3328823
random_access,8,1,0:00.05,55628,3328823
random_access,8,1,0:00.05,55648,3328823
random_access,8,1,0:00.06,55696,3328823
compress,8,1,0:01.71,124352,42956063
decompress,8,1,0:01.02,324612,3328824
random_access,8,1,0:00.05,55652,3328824
random_access,8,1,0:00.06,55564,3328824
random_access,8,1,0:00.05,55464,3328824
compress,8,1,0:01.74,136312,42956063
