Command,Chromosome,Sample_Size,Time_Taken,Memory_Used_MB,Input_file_size
random_access,15,250,0:00.04,28216,13835636
random_access,15,250,0:00.13,57308,13835636
compress,15,250,0:16.24,404296,1131826078
decompress,15,250,0:07.59,599476,13835636
random_access,15,250,0:00.11,57036,13835636
random_access,15,250,0:00.04,28120,13835636
random_access,15,250,0:00.12,57256,13835636
compress,15,250,0:14.34,364352,1131826078
decompress,15,250,0:07.69,598160,13835636
random_access,15,250,0:00.11,57164,13835636
random_access,15,250,0:00.04,28064,13835636
random_access,15,250,0:00.12,57268,13835636
compress,15,500,0:36.11,448324,2715727438
decompress,15,500,0:14.53,678220,19087537
random_access,15,500,0:00.12,58704,19087537
random_access,15,500,0:00.13,58704,19087537
random_access,15,500,0:00.12,58192,19087537
compress,15,500,0:34.83,431360,2715727438
decompress,15,500,0:14.57,669004,19087537
random_access,15,500,0:00.14,58872,19087537
random_access,15,500,0:00.13,58660,19087537
random_access,15,500,0:00.12,58272,19087537
compress,15,500,0:35.96,433472,2715727438
decompress,15,500,0:14.47,683884,19087537
random_access,15,500,0:00.12,58736,19087537
random_access,15,500,0:00.12,58592,19087537
random_access,15,500,0:00.12,58264,19087537
compress,15,750,1:00.12,440336,4695063031
decompress,15,750,0:23.12,592096,24055663
random_access,15,750,0:00.10,39420,24055663
random_access,15,750,0:00.08,39352,24055663
random_access,15,750,0:00.07,39400,24055663
compress,15,750,1:01.75,438196,4695063031
decompress,15,750,0:23.07,571376,24055663
random_access,15,750,0:00.10,39408,24055663
random_access,15,750,0:00.07,39408,24055663
random_access,15,750,0:00.07,39400,24055663
compress,15,750,1:00.89,420560,4695063031
decompress,15,750,0:22.93,564416,24055663
random_access,15,750,0:00.10,39520,24055663
random_access,15,750,0:00.07,39284,24055663
random_access,15,750,0:00.08,39488,24055663
compress,15,1000,1:24.81,508692,6862347158
decompress,15,1000,0:31.10,602228,28039546
random_access,15,1000,0:00.09,39868,28039546
random_access,15,1000,0:00.09,39812,28039546
random_access,15,1000,0:00.08,39520,28039546
compress,15,1000,1:24.74,502152,6862347158
decompress,15,1000,0:31.64,596396,28039548
random_access,15,1000,0:00.09,39840,28039548
random_access,15,1000,0:00.08,39900,28039548
random_access,15,1000,0:00.07,39516,28039548
compress,15,1000,1:25.57,496044,6862347158
decompress,15,1000,0:31.54,623764,28039548
random_access,15,1000,0:00.09,39748,28039548
random_access,15,1000,0:00.09,39860,28039548
random_access,15,1000,0:00.08,39496,28039548
compress,15,1500,2:21.15,518428,12039786625
decompress,15,1500,0:54.32,712520,36085603
random_access,15,1500,0:00.09,39144,36085603
random_access,15,1500,0:00.09,39224,36085603
random_access,15,1500,0:00.08,38576,36085603
compress,15,1500,2:26.01,506584,12039786625
decompress,15,1500,0:54.25,733460,36085603
random_access,15,1500,0:00.09,39200,36085603
random_access,15,1500,0:00.09,39284,36085603
random_access,15,1500,0:00.08,38908,36085603
compress,15,1500,2:18.35,522080,12039786625
decompress,15,1500,0:54.22,733972,36085603
random_access,15,1500,0:00.09,39156,36085603
random_access,15,1500,0:00.09,39080,36085603
random_access,15,1500,0:00.08,38768,36085603
compress,15,2000,3:28.13,577040,17873854196
decompress,15,2000,1:18.40,828496,43687082
random_access,15,2000,0:00.09,41540,43687082
random_access,15,2000,0:00.12,42264,43687082
random_access,15,2000,0:00.15,41184,43687082
compress,15,2000,3:31.69,565484,17873854196
decompress,15,2000,1:18.76,792052,43687080
random_access,15,2000,0:00.09,41616,43687080
random_access,15,2000,0:00.11,42164,43687080
random_access,15,2000,0:00.14,41504,43687080
compress,15,2000,3:27.96,556028,17873854196
decompress,15,2000,1:18.84,780376,43687082
random_access,15,2000,0:00.08,41636,43687082
random_access,15,2000,0:00.12,42144,43687082
random_access,15,2000,0:00.14,41276,43687082
compress,15,2500,4:38.24,572348,24509465230
decompress,15,2500,1:44.22,676176,51064188
random_access,15,2500,0:00.09,32704,51064188
random_access,15,2500,0:00.06,31804,51064188
random_access,15,2500,0:00.08,32420,51064188
compress,15,2500,4:48.87,590696,24509465230
decompress,15,2500,1:44.43,659800,51064188
random_access,15,2500,0:00.08,32592,51064188
random_access,15,2500,0:00.06,31712,51064188
random_access,15,2500,0:00.07,32464,51064188
compress,15,2500,4:41.47,607824,24509465230
decompress,15,2500,1:44.63,711120,51064188
random_access,15,2500,0:00.08,32724,51064188
random_access,15,2500,0:00.06,31632,51064188
random_access,15,2500,0:00.07,32488,51064188
compress,15,1,0:01.31,89496,23106142
decompress,15,1,0:00.60,289408,1850123
random_access,15,1,0:00.06,55740,1850123
random_access,15,1,0:00.06,55796,1850123
random_access,15,1,0:00.06,55912,1850123
compress,15,1,0:01.34,91796,23106142
decompress,15,1,0:00.60,291648,1850123
random_access,15,1,0:00.07,55764,1850123
random_access,15,1,0:00.06,55688,1850123
random_access,15,1,0:00.06,55636,1850123
compress,15,1,0:01.29,92584,23106142
decompress,15,1,0:00.60,291464,1850123
random_access,15,1,0:00.07,55748,1850123
random_access,15,1,0:00.06,55708,1850123
random_access,15,1,0:00.06,55760,1850123
compress,15,2,0:01.54,97552,27819132
decompress,15,2,0:00.70,293040,2306087
random_access,15,2,0:00.06,54296,2306087
random_access,15,2,0:00.06,54284,2306087
random_access,15,2,0:00.04,41652,2306087
compress,15,2,0:01.41,97972,27819132
decompress,15,2,0:00.71,305980,2306087
random_access,15,2,0:00.06,54272,2306087
random_access,15,2,0:00.06,54204,2306087
random_access,15,2,0:00.04,41696,2306087
compress,15,2,0:01.45,91404,27819132
decompress,15,2,0:00.72,307244,2306087
random_access,15,2,0:00.06,54296,2306087
random_access,15,2,0:00.06,54344,2306087
random_access,15,2,0:00.04,41696,2306087
compress,15,5,0:02.09,135204,48986703
decompress,15,5,0:01.08,354644,3719726
random_access,15,5,0:00.06,53464,3719726
random_access,15,5,0:00.06,53540,3719726
random_access,15,5,0:00.06,53480,3719726
compress,15,5,0:01.98,137384,48986703
decompress,15,5,0:01.10,349268,3719725
random_access,15,5,0:00.07,53460,3719725
random_access,15,5,0:00.06,53184,3719725
random_access,15,5,0:00.07,53336,3719725
compress,15,5,0:02.00,146380,48986703
decompress,15,5,0:01.09,356372,3719725
random_access,15,5,0:00.06,53496,3719725
random_access,15,5,0:00.06,53352,3719725
random_access,15,5,0:00.06,53456,3719725
compress,15,10,0:02.30,155172,64312686
decompress,15,10,0:01.31,384768,4457935
random_access,15,10,0:00.06,56568,4457935
random_access,15,10,0:00.07,56580,4457935
random_access,15,10,0:00.07,56552,4457935
compress,15,10,0:02.34,151964,64312686
decompress,15,10,0:01.30,371996,4457935
random_access,15,10,0:00.07,56416,4457935
random_access,15,10,0:00.07,56596,4457935
random_access,15,10,0:00.08,56620,4457935
compress,15,10,0:02.41,136400,64312686
decompress,15,10,0:01.31,358300,4457935
random_access,15,10,0:00.07,56556,4457935
random_access,15,10,0:00.07,56432,4457935
random_access,15,10,0:00.07,56484,4457935
compress,15,15,0:02.60,150720,82392661
decompress,15,15,0:01.59,383408,5156056
random_access,15,15,0:00.07,56456,5156056
random_access,15,15,0:00.07,56980,5156056
random_access,15,15,0:00.07,56452,5156056
compress,15,15,0:02.86,141692,82392661
decompress,15,15,0:01.57,382008,5156065
random_access,15,15,0:00.08,56392,5156065
random_access,15,15,0:00.07,56432,5156065
random_access,15,15,0:00.07,56476,5156065
compress,15,15,0:02.78,137548,82392661
decompress,15,15,0:01.54,382908,5156056
random_access,15,15,0:00.08,56480,5156056
random_access,15,15,0:00.07,57124,5156056
random_access,15,15,0:00.07,56568,5156056
compress,15,25,0:03.20,182436,109571991
decompress,15,25,0:01.80,399816,5847903
random_access,15,25,0:00.07,57048,5847903
random_access,15,25,0:00.07,56908,5847903
random_access,15,25,0:00.08,56820,5847903
compress,15,25,0:03.12,156412,109571991
decompress,15,25,0:01.86,400364,5847903
random_access,15,25,0:00.07,57000,5847903
random_access,15,25,0:00.08,56924,5847903
random_access,15,25,0:00.07,56900,5847903
compress,15,25,0:03.13,148504,109571991
decompress,15,25,0:01.84,398928,5847903
random_access,15,25,0:00.08,56872,5847903
random_access,15,25,0:00.08,57008,5847903
random_access,15,25,0:00.08,56900,5847903
compress,15,50,0:04.49,244832,201490461
decompress,15,50,0:02.70,456424,7603233
random_access,15,50,0:00.08,56924,7603233
random_access,15,50,0:00.09,56956,7603233
random_access,15,50,0:00.08,57080,7603233
compress,15,50,0:04.53,251928,201490461
decompress,15,50,0:02.76,488592,7603233
random_access,15,50,0:00.08,57036,7603233
random_access,15,50,0:00.08,56860,7603233
random_access,15,50,0:00.09,57040,7603233
compress,15,50,0:04.59,248668,201490461
decompress,15,50,0:02.67,486552,7603233
random_access,15,50,0:00.08,57032,7603233
random_access,15,50,0:00.08,57020,7603233
random_access,15,50,0:00.09,56932,7603233
compress,15,100,0:06.38,320380,393965657
decompress,15,100,0:04.09,529400,9601845
random_access,15,100,0:00.10,57108,9601845
random_access,15,100,0:00.09,56896,9601845
random_access,15,100,0:00.09,57140,9601845
compress,15,100,0:07.29,318528,393965657
decompress,15,100,0:04.05,521424,9601845
random_access,15,100,0:00.09,57076,9601845
random_access,15,100,0:00.09,57140,9601845
random_access,15,100,0:00.10,57036,9601845
compress,15,100,0:07.39,313872,393965657
decompress,15,100,0:04.07,511960,9601845
random_access,15,100,0:00.10,57164,9601845
random_access,15,100,0:00.09,57084,9601845
random_access,15,100,0:00.09,57064,9601845
compress,15,150,0:09.91,341436,611136679
decompress,15,150,0:05.05,559640,11107945
random_access,15,150,0:00.11,56884,11107945
random_access,15,150,0:00.10,56788,11107945
random_access,15,150,0:00.10,56740,11107945
compress,15,150,0:10.46,361288,611136679
decompress,15,150,0:05.08,530204,11107945
random_access,15,150,0:00.13,56868,11107945
random_access,15,150,0:00.10,56712,11107945
random_access,15,150,0:00.10,56776,11107945
compress,15,150,0:10.14,288668,611136679
decompress,15,150,0:05.07,552464,11107945
random_access,15,150,0:00.11,56788,11107945
random_access,15,150,0:00.10,56664,11107945
random_access,15,150,0:00.10,56908,11107945
compress,15,200,0:13.55,313856,851926795
decompress,15,200,0:06.27,570844,12463934
random_access,15,200,0:00.10,56912,12463934
random_access,15,200,0:00.10,56900,12463934
random_access,15,200,0:00.10,56872,12463934
compress,15,200,0:11.51,347868,851926795
decompress,15,200,0:06.17,579704,12463934
random_access,15,200,0:00.11,56916,12463934
random_access,15,200,0:00.10,56748,12463934
random_access,15,200,0:00.10,57008,12463934
compress,15,200,0:12.69,329960,851926795
decompress,15,200,0:06.04,568388,12463934
random_access,15,200,0:00.10,56872,12463934
random_access,15,200,0:00.10,56772,12463934
random_access,15,200,0:00.10,56948,12463934
compress,15,250,0:14.79,360928,1113775691
decompress,15,250,0:07.54,604076,13644215
random_access,15,250,0:00.11,57240,13644215
random_access,15,250,0:00.11,57148,13644215
random_access,15,250,0:00.11,57280,13644215
compress,15,250,0:16.78,367692,1113775691
decompress,15,250,0:07.70,596904,13644215
random_access,15,250,0:00.12,57156,13644215
random_access,15,250,0:00.11,57164,13644215
random_access,15,250,0:00.11,57352,13644215
compress,15,250,0:16.53,362456,1113775691
decompress,15,250,0:07.49,604592,13644215
random_access,15,250,0:00.12,57152,13644215
random_access,15,250,0:00.11,57168,13644215
random_access,15,250,0:00.11,57196,13644215
compress,15,500,0:36.03,429072,2726079620
decompress,15,500,0:14.98,687824,19193753
random_access,15,500,0:00.13,58780,19193753
random_access,15,500,0:00.13,58640,19193753
random_access,15,500,0:00.12,58164,19193753
compress,15,500,0:36.85,445316,2726079620
decompress,15,500,0:14.65,678436,19193753
random_access,15,500,0:00.13,58828,19193753
random_access,15,500,0:00.13,58680,19193753
random_access,15,500,0:00.12,58204,19193753
compress,15,500,0:36.38,453468,2726079620
decompress,15,500,0:14.53,677256,19193753
random_access,15,500,0:00.13,58808,19193753
random_access,15,500,0:00.12,58616,19193753
random_access,15,500,0:00.12,58072,19193753
compress,15,750,0:57.68,432564,4650470133
decompress,15,750,0:23.26,579992,23911434
random_access,15,750,0:00.10,39436,23911434
random_access,15,750,0:00.08,39316,23911434
random_access,15,750,0:00.07,39312,23911434
compress,15,750,1:00.09,435528,4650470133
decompress,15,750,0:23.56,577936,23911434
random_access,15,750,0:00.09,39492,23911434
random_access,15,750,0:00.07,39176,23911434
random_access,15,750,0:00.07,39296,23911434
compress,15,750,0:59.22,415460,4650470133
decompress,15,750,0:23.36,579928,23911434
random_access,15,750,0:00.09,39528,23911434
random_access,15,750,0:00.06,39120,23911434
random_access,15,750,0:00.07,39480,23911434
compress,15,1000,1:18.35,492800,6847068423
decompress,15,1000,0:32.30,592388,27890502
random_access,15,1000,0:00.09,39836,27890502
random_access,15,1000,0:00.09,39832,27890502
random_access,15,1000,0:00.08,39496,27890502
compress,15,1000,1:24.91,494208,6847068423
decompress,15,1000,0:32.35,647124,27890502
random_access,15,1000,0:00.09,39724,27890502
random_access,15,1000,0:00.08,39824,27890502
random_access,15,1000,0:00.08,39496,27890502
compress,15,1500,2:21.34,498932,11979806679
decompress,15,1500,0:55.69,727680,35911287
random_access,15,1500,0:00.09,39300,35911287
random_access,15,1500,0:00.09,39272,35911287
random_access,15,1500,0:00.08,38752,35911287
compress,15,1500,2:19.16,487580,11979806679
decompress,15,1500,0:55.57,725616,35911287
random_access,15,1500,0:00.09,39264,35911287
random_access,15,1500,0:00.09,39100,35911287
random_access,15,1500,0:00.08,38816,35911287
compress,15,1500,2:24.74,490660,11979806679
decompress,15,1500,0:55.31,718136,35911285
random_access,15,1500,0:00.09,39240,35911285
random_access,15,1500,0:00.09,39288,35911285
random_access,15,1500,0:00.08,38848,35911285
compress,15,2000,3:26.89,598888,17890156991
decompress,15,2000,1:19.94,799848,43693962
random_access,15,2000,0:00.09,41460,43693962
random_access,15,2000,0:00.12,42240,43693962
random_access,15,2000,0:00.14,42620,43693962
compress,15,2000,3:32.46,566632,17890156991
decompress,15,2000,1:20.40,847888,43693962
random_access,15,2000,0:00.09,41532,43693962
random_access,15,2000,0:00.12,42136,43693962
random_access,15,2000,0:00.15,42536,43693962
compress,15,2000,3:32.04,576040,17890156991
decompress,15,2000,1:19.49,817080,43693960
random_access,15,2000,0:00.09,41388,43693960
random_access,15,2000,0:00.12,42152,43693960
random_access,15,2000,0:00.15,42604,43693960
compress,15,2500,4:46.17,592856,24516766391
decompress,15,2500,1:44.44,690132,51061834
random_access,15,2500,0:00.08,32700,51061834
random_access,15,2500,0:00.06,31752,51061834
random_access,15,2500,0:00.08,32376,51061834
compress,15,2500,4:50.87,586076,24516766391
decompress,15,2500,1:43.22,718480,51061834
random_access,15,2500,0:00.08,32700,51061834
random_access,15,2500,0:00.06,31900,51061834
random_access,15,2500,0:00.08,32592,51061834
compress,15,2500,4:44.68,596312,24516766391
decompress,15,2500,1:43.05,728232,51061834
random_access,15,2500,0:00.08,32644,51061834
random_access,15,2500,0:00.06,31808,51061834
random_access,15,2500,0:00.07,32504,51061834
compress,14,1,0:01.78,93248,24993844
decompress,14,1,0:00.75,297332,1992122
random_access,14,1,0:00.08,55800,1992122
random_access,14,1,0:00.06,55804,1992122
random_access,14,1,0:00.07,55676,1992122
compress,14,1,0:01.61,92944,24993844
decompress,14,1,0:00.69,295152,1992122
random_access,14,1,0:00.07,55924,1992122
random_access,14,1,0:00.07,55840,1992122
random_access,14,1,0:00.08,55712,1992122
compress,14,1,0:01.74,96624,24993844
decompress,14,1,0:00.68,295428,1992122
random_access,14,1,0:00.06,55864,1992122
random_access,14,1,0:00.06,55948,1992122
random_access,14,1,0:00.06,55700,1992122
compress,14,2,0:01.67,93380,30457988
decompress,14,2,0:00.82,314016,2497393
random_access,14,2,0:00.08,54184,2497393
random_access,14,2,0:00.10,54340,2497393
random_access,14,2,0:00.12,51160,2497393
compress,14,2,0:01.74,95640,30457988
decompress,14,2,0:00.81,314464,2497393
random_access,14,2,0:00.08,54428,2497393
random_access,14,2,0:00.08,54316,2497393
random_access,14,2,0:00.11,51244,2497393
compress,14,2,0:02.00,96792,30457988
decompress,14,2,0:00.89,314380,2497394
random_access,14,2,0:00.07,54328,2497394
random_access,14,2,0:00.10,54376,2497394
random_access,14,2,0:00.09,51208,2497394
compress,14,5,0:02.59,122260,52766248
decompress,14,5,0:01.29,366676,4009633
random_access,14,5,0:00.09,53464,4009633
random_access,14,5,0:00.07,53404,4009633
random_access,14,5,0:00.07,53536,4009633
compress,14,5,0:02.53,151516,52766248
decompress,14,5,0:01.26,360860,4009639
random_access,14,5,0:00.08,53512,4009639
random_access,14,5,0:00.10,53532,4009639
random_access,14,5,0:00.10,53536,4009639
compress,14,5,0:02.53,142888,52766248
decompress,14,5,0:01.25,361408,4009639
random_access,14,5,0:00.13,53388,4009639
random_access,14,5,0:00.07,53392,4009639
random_access,14,5,0:00.10,53408,4009639
compress,14,10,0:03.09,145812,73661412
decompress,14,10,0:01.62,397480,5054362
random_access,14,10,0:00.08,54164,5054362
random_access,14,10,0:00.09,56512,5054362
random_access,14,10,0:00.09,54124,5054362
compress,14,10,0:03.05,158632,73661412
decompress,14,10,0:01.65,381568,5054361
